state,date,consumption_ml
QLD,2014-11-01,915.5
QLD,2014-12-01,881.8
QLD,2015-01-01,841.1
QLD,2015-02-01,861.3
QLD,2015-03-01,931.0
QLD,2015-04-01,890.9000000000001
QLD,2015-05-01,927.9000000000001
QLD,2015-06-01,944.6999999999999
QLD,2015-07-01,992.2
QLD,2015-08-01,953.2
QLD,2015-09-01,925.5
QLD,2015-10-01,941.3
QLD,2015-11-01,891.1
QLD,2015-12-01,886.7
QLD,2016-01-01,827.5
QLD,2016-02-01,840.4000000000001
QLD,2016-03-01,876.8000000000001
QLD,2016-04-01,867.3
QLD,2016-05-01,883.4000000000001
QLD,2016-06-01,848.8
QLD,2016-07-01,863.0
QLD,2016-08-01,913.1
QLD,2016-09-01,859.9000000000001
QLD,2016-10-01,905.0
QLD,2016-11-01,915.0
QLD,2016-12-01,871.0
QLD,2017-01-01,882.8000000000001
QLD,2017-02-01,897.8000000000001
QLD,2017-03-01,897.7
QLD,2017-04-01,902.9
QLD,2017-05-01,977.7
QLD,2017-06-01,997.3
QLD,2017-07-01,966.5999999999999
QLD,2017-08-01,974.9
QLD,2017-09-01,906.0
QLD,2017-10-01,881.7
QLD,2017-11-01,938.4000000000001
QLD,2017-12-01,896.0
QLD,2018-01-01,951.6
QLD,2018-02-01,875.8
QLD,2018-03-01,979.5999999999999
QLD,2018-04-01,941.8
QLD,2018-05-01,1042.6
QLD,2018-06-01,1004.0
QLD,2018-07-01,1025.2
QLD,2018-08-01,1053.4
QLD,2018-09-01,945.1
QLD,2018-10-01,972.0999999999999
QLD,2018-11-01,994.8000000000001
QLD,2018-12-01,909.1999999999999
QLD,2019-01-01,896.8
QLD,2019-02-01,841.1999999999999
QLD,2019-03-01,919.9000000000001
QLD,2019-04-01,886.1999999999999
QLD,2019-05-01,981.8
QLD,2019-06-01,928.0
QLD,2019-07-01,1018.8
QLD,2019-08-01,998.6999999999999
QLD,2019-09-01,969.5999999999999
QLD,2019-10-01,985.9000000000001
QLD,2019-11-01,967.5
QLD,2019-12-01,927.0999999999999
QLD,2020-01-01,877.7
QLD,2020-02-01,846.1999999999999
QLD,2020-03-01,928.8
QLD,2020-04-01,751.5
QLD,2020-05-01,856.0
QLD,2020-06-01,889.4
QLD,2020-07-01,941.8
QLD,2020-08-01,938.8
QLD,2020-09-01,948.4000000000001
QLD,2020-10-01,983.3
QLD,2020-11-01,981.8000000000001
QLD,2020-12-01,910.8
QLD,2021-01-01,844.3
QLD,2021-02-01,869.5999999999999
QLD,2021-03-01,959.3
QLD,2021-04-01,911.6
QLD,2021-05-01,1000.4000000000001
QLD,2021-06-01,987.5
QLD,2021-07-01,978.2
QLD,2021-08-01,952.0999999999999
QLD,2021-09-01,973.3
QLD,2021-10-01,984.6999999999999
QLD,2021-11-01,947.0
QLD,2021-12-01,924.5
QLD,2022-01-01,864.8000000000001
QLD,2022-02-01,846.0999999999999
QLD,2022-03-01,960.9
QLD,2022-04-01,876.7
QLD,2022-05-01,885.7
QLD,2022-06-01,1001.6
QLD,2022-07-01,929.5999999999999
QLD,2022-08-01,1032.0
QLD,2022-09-01,1004.5
QLD,2022-10-01,944.9000000000001
QLD,2022-11-01,989.5
QLD,2022-12-01,960.5
QLD,2023-01-01,858.0
QLD,2023-02-01,877.4
QLD,2023-03-01,986.8
QLD,2023-04-01,918.8
QLD,2023-05-01,1011.1
QLD,2023-06-01,979.1
QLD,2023-07-01,979.9
QLD,2023-08-01,1035.6
QLD,2023-09-01,998.8
QLD,2023-10-01,1036.5
QLD,2023-11-01,973.1
QLD,2023-12-01,922.1999999999999
QLD,2024-01-01,944.3
QLD,2024-02-01,934.4000000000001
QLD,2024-03-01,1000.7
QLD,2024-04-01,962.8
QLD,2024-05-01,1106.4
QLD,2024-06-01,1003.3
QLD,2024-07-01,1054.0
QLD,2024-08-01,1039.9
QLD,2024-09-01,1041.5
QLD,2024-10-01,1094.4
QLD,2024-11-01,1049.4
QLD,2024-12-01,965.8
QLD,2025-01-01,949.2
QLD,2025-02-01,853.1
QLD,2025-03-01,930.5
QLD,2025-04-01,936.4
QLD,2025-05-01,1043.0
QLD,2025-06-01,1035.6
QLD,2025-07-01,1067.3
QLD,2025-08-01,1040.1999999999998
QLD,2025-09-01,1044.2
QLD,2025-10-01,1107.5
QLD,2025-11-01,1021.3
QLD,2025-12-01,1012.1
QLD,2026-01-01,908.0
QLD,2026-02-01,882.7
QLD,2026-03-01,1019.5999999999999
QLD,2026-04-01,941.0999999999999
QLD,2026-05-01,960.8
QLD,2026-06-01,1014.4
SA,2010-07-01,229.2
SA,2010-08-01,229.7
SA,2010-09-01,223.89999999999998
SA,2010-10-01,231.3
SA,2010-11-01,247.0
SA,2010-12-01,259.7
SA,2011-01-01,223.5
SA,2011-02-01,227.1
SA,2011-03-01,252.4
SA,2011-04-01,234.0
SA,2011-05-01,245.3
SA,2011-06-01,233.3
SA,2011-07-01,226.89999999999998
SA,2011-08-01,233.0
SA,2011-09-01,231.0
SA,2011-10-01,228.1
SA,2011-11-01,256.29999999999995
SA,2011-12-01,247.60000000000002
SA,2012-01-01,221.39999999999998
SA,2012-02-01,241.4
SA,2012-03-01,247.0
SA,2012-04-01,229.6
SA,2012-05-01,262.3
SA,2012-06-01,230.8
SA,2012-07-01,228.8
SA,2012-08-01,233.39999999999998
SA,2012-09-01,216.5
SA,2012-10-01,240.2
SA,2012-11-01,259.2
SA,2012-12-01,236.5
SA,2013-01-01,232.5
SA,2013-02-01,229.2
SA,2013-03-01,246.1
SA,2013-04-01,247.5
SA,2013-05-01,261.6
SA,2013-06-01,231.4
SA,2013-07-01,246.39999999999998
SA,2013-08-01,249.6
SA,2013-09-01,238.70000000000002
SA,2013-10-01,270.0
SA,2013-11-01,282.6
SA,2013-12-01,260.29999999999995
SA,2014-01-01,244.7
SA,2014-02-01,245.4
SA,2014-03-01,255.7
SA,2014-04-01,259.5
SA,2014-05-01,275.1
SA,2014-06-01,234.6
SA,2014-07-01,244.0
SA,2014-08-01,243.4
SA,2014-09-01,234.4
SA,2014-10-01,260.5
SA,2014-11-01,261.1
SA,2014-12-01,258.6
SA,2015-01-01,237.7
SA,2015-02-01,243.7
SA,2015-03-01,251.3
SA,2015-04-01,245.89999999999998
SA,2015-05-01,248.9
SA,2015-06-01,236.2
SA,2015-07-01,240.0
SA,2015-08-01,235.10000000000002
SA,2015-09-01,242.20000000000002
SA,2015-10-01,253.89999999999998
SA,2015-11-01,263.8
SA,2015-12-01,259.1
SA,2016-01-01,230.9
SA,2016-02-01,249.89999999999998
SA,2016-03-01,250.39999999999998
SA,2016-04-01,237.7
SA,2016-05-01,247.60000000000002
SA,2016-06-01,232.6
SA,2016-07-01,235.8
SA,2016-08-01,235.1
SA,2016-09-01,218.3
SA,2016-10-01,236.0
SA,2016-11-01,264.1
SA,2016-12-01,261.6
SA,2017-01-01,240.1
SA,2017-02-01,232.8
SA,2017-03-01,258.4
SA,2017-04-01,232.6
SA,2017-05-01,271.9
SA,2017-06-01,242.0
SA,2017-07-01,233.79999999999998
SA,2017-08-01,236.5
SA,2017-09-01,238.39999999999998
SA,2017-10-01,255.0
SA,2017-11-01,268.9
SA,2017-12-01,262.3
SA,2018-01-01,251.7
SA,2018-02-01,242.0
SA,2018-03-01,271.6
SA,2018-04-01,256.0
SA,2018-05-01,280.7
SA,2018-06-01,249.7
SA,2018-07-01,250.6
SA,2018-08-01,254.4
SA,2018-09-01,239.0
SA,2018-10-01,262.3
SA,2018-11-01,273.0
SA,2018-12-01,251.7
SA,2019-01-01,234.3
SA,2019-02-01,223.4
SA,2019-03-01,245.7
SA,2019-04-01,238.4
SA,2019-05-01,257.2
SA,2019-06-01,235.0
SA,2019-07-01,239.8
SA,2019-08-01,246.89999999999998
SA,2019-09-01,244.0
SA,2019-10-01,263.3
SA,2019-11-01,266.7
SA,2019-12-01,250.1
SA,2020-01-01,239.10000000000002
SA,2020-02-01,238.8
SA,2020-03-01,269.4
SA,2020-04-01,195.0
SA,2020-05-01,234.5
SA,2020-06-01,226.5
SA,2020-07-01,236.29999999999998
SA,2020-08-01,229.6
SA,2020-09-01,233.10000000000002
SA,2020-10-01,248.2
SA,2020-11-01,254.3
SA,2020-12-01,252.70000000000002
SA,2021-01-01,229.29999999999998
SA,2021-02-01,228.89999999999998
SA,2021-03-01,263.9
SA,2021-04-01,246.7
SA,2021-05-01,254.0
SA,2021-06-01,247.60000000000002
SA,2021-07-01,218.2
SA,2021-08-01,237.7
SA,2021-09-01,235.0
SA,2021-10-01,242.2
SA,2021-11-01,255.6
SA,2021-12-01,269.2
SA,2022-01-01,219.8
SA,2022-02-01,240.60000000000002
SA,2022-03-01,264.7
SA,2022-04-01,235.5
SA,2022-05-01,261.9
SA,2022-06-01,254.2
SA,2022-07-01,250.79999999999998
SA,2022-08-01,242.29999999999998
SA,2022-09-01,245.1
SA,2022-10-01,235.9
SA,2022-11-01,258.9
SA,2022-12-01,286.0
SA,2023-01-01,252.39999999999998
SA,2023-02-01,238.9
SA,2023-03-01,269.6
SA,2023-04-01,244.3
SA,2023-05-01,282.2
SA,2023-06-01,247.0
SA,2023-07-01,238.39999999999998
SA,2023-08-01,253.5
SA,2023-09-01,237.8
SA,2023-10-01,268.2
SA,2023-11-01,269.4
SA,2023-12-01,240.4
SA,2024-01-01,244.39999999999998
SA,2024-02-01,248.2
SA,2024-03-01,257.3
SA,2024-04-01,258.0
SA,2024-05-01,277.2
SA,2024-06-01,242.5
SA,2024-07-01,244.8
SA,2024-08-01,251.39999999999998
SA,2024-09-01,239.89999999999998
SA,2024-10-01,261.0
SA,2024-11-01,260.3
SA,2024-12-01,237.6
SA,2025-01-01,230.29999999999998
SA,2025-02-01,220.1
SA,2025-03-01,237.5
SA,2025-04-01,240.89999999999998
SA,2025-05-01,248.0
SA,2025-06-01,237.0
SA,2025-07-01,231.4
SA,2025-08-01,226.8
SA,2025-09-01,221.2
SA,2025-10-01,249.8
SA,2025-11-01,243.3
SA,2025-12-01,259.8
SA,2026-01-01,235.7
SA,2026-02-01,229.3
SA,2026-03-01,271.3
SA,2026-04-01,245.2
SA,2026-05-01,243.0
SA,2026-06-01,248.5
TAS,2010-07-01,65.80000000000001
TAS,2010-08-01,62.599999999999994
TAS,2010-09-01,59.7
TAS,2010-10-01,65.6
TAS,2010-11-01,70.7
TAS,2010-12-01,71.69999999999999
TAS,2011-01-01,65.3
TAS,2011-02-01,69.9
TAS,2011-03-01,70.4
TAS,2011-04-01,62.4
TAS,2011-05-01,62.099999999999994
TAS,2011-06-01,57.4
TAS,2011-07-01,60.099999999999994
TAS,2011-08-01,62.400000000000006
TAS,2011-09-01,60.6
TAS,2011-10-01,65.0
TAS,2011-11-01,69.4
TAS,2011-12-01,71.1
TAS,2012-01-01,68.0
TAS,2012-02-01,69.0
TAS,2012-03-01,70.1
TAS,2012-04-01,58.8
TAS,2012-05-01,62.5
TAS,2012-06-01,56.2
TAS,2012-07-01,60.8
TAS,2012-08-01,61.8
TAS,2012-09-01,56.7
TAS,2012-10-01,64.6
TAS,2012-11-01,67.2
TAS,2012-12-01,67.0
TAS,2013-01-01,70.3
TAS,2013-02-01,64.4
TAS,2013-03-01,64.69999999999999
TAS,2013-04-01,62.7
TAS,2013-05-01,63.3
TAS,2013-06-01,56.8
TAS,2013-07-01,71.0
TAS,2013-08-01,70.2
TAS,2013-09-01,68.8
TAS,2013-10-01,74.0
TAS,2013-11-01,76.0
TAS,2013-12-01,81.5
TAS,2014-01-01,79.30000000000001
TAS,2014-02-01,75.7
TAS,2014-03-01,75.7
TAS,2014-04-01,72.0
TAS,2014-05-01,72.9
TAS,2014-06-01,66.0
TAS,2014-07-01,70.2
TAS,2014-08-01,70.1
TAS,2014-09-01,69.9
TAS,2014-10-01,74.6
TAS,2014-11-01,74.9
TAS,2014-12-01,79.0
TAS,2015-01-01,79.69999999999999
TAS,2015-02-01,78.6
TAS,2015-03-01,79.1
TAS,2015-04-01,73.0
TAS,2015-05-01,70.2
TAS,2015-06-01,69.1
TAS,2015-07-01,70.4
TAS,2015-08-01,66.80000000000001
TAS,2015-09-01,69.4
TAS,2015-10-01,73.69999999999999
TAS,2015-11-01,76.7
TAS,2015-12-01,81.6
TAS,2016-01-01,73.1
TAS,2016-02-01,78.80000000000001
TAS,2016-03-01,77.9
TAS,2016-04-01,79.8
TAS,2016-05-01,69.6
TAS,2016-06-01,64.9
TAS,2016-07-01,65.9
TAS,2016-08-01,67.9
TAS,2016-09-01,71.0
TAS,2016-10-01,70.1
TAS,2016-11-01,75.0
TAS,2016-12-01,80.2
TAS,2017-01-01,76.69999999999999
TAS,2017-02-01,77.0
TAS,2017-03-01,78.6
TAS,2017-04-01,69.3
TAS,2017-05-01,72.80000000000001
TAS,2017-06-01,69.69999999999999
TAS,2017-07-01,62.8
TAS,2017-08-01,65.1
TAS,2017-09-01,63.8
TAS,2017-10-01,69.30000000000001
TAS,2017-11-01,72.4
TAS,2017-12-01,72.4
TAS,2018-01-01,79.3
TAS,2018-02-01,76.30000000000001
TAS,2018-03-01,81.69999999999999
TAS,2018-04-01,70.1
TAS,2018-05-01,77.6
TAS,2018-06-01,71.2
TAS,2018-07-01,70.8
TAS,2018-08-01,74.1
TAS,2018-09-01,71.4
TAS,2018-10-01,83.69999999999999
TAS,2018-11-01,82.80000000000001
TAS,2018-12-01,77.6
TAS,2019-01-01,83.7
TAS,2019-02-01,75.6
TAS,2019-03-01,81.4
TAS,2019-04-01,76.0
TAS,2019-05-01,78.7
TAS,2019-06-01,69.8
TAS,2019-07-01,74.3
TAS,2019-08-01,74.0
TAS,2019-09-01,72.7
TAS,2019-10-01,81.9
TAS,2019-11-01,81.6
TAS,2019-12-01,81.4
TAS,2020-01-01,84.69999999999999
TAS,2020-02-01,79.6
TAS,2020-03-01,83.1
TAS,2020-04-01,54.699999999999996
TAS,2020-05-01,64.0
TAS,2020-06-01,68.0
TAS,2020-07-01,86.1
TAS,2020-08-01,72.1
TAS,2020-09-01,73.4
TAS,2020-10-01,76.2
TAS,2020-11-01,79.3
TAS,2020-12-01,85.9
TAS,2021-01-01,79.9
TAS,2021-02-01,76.8
TAS,2021-03-01,82.1
TAS,2021-04-01,77.9
TAS,2021-05-01,78.6
TAS,2021-06-01,75.7
TAS,2021-07-01,73.2
TAS,2021-08-01,74.9
