station_id,timestamp,vehicle_count,hour,day_of_week
NSW-STN-001,2026-08-03 22:00:00,51,22,Monday
NSW-STN-001,2026-08-03 23:00:00,52,23,Monday
NSW-STN-001,2026-08-04 00:00:00,70,0,Tuesday
NSW-STN-001,2026-08-04 01:00:00,54,1,Tuesday
NSW-STN-001,2026-08-04 02:00:00,62,2,Tuesday
NSW-STN-001,2026-08-04 03:00:00,42,3,Tuesday
NSW-STN-001,2026-08-04 04:00:00,76,4,Tuesday
NSW-STN-001,2026-08-04 05:00:00,65,5,Tuesday
NSW-STN-001,2026-08-04 06:00:00,54,6,Tuesday
NSW-STN-001,2026-08-04 07:00:00,346,7,Tuesday
NSW-STN-001,2026-08-04 08:00:00,244,8,Tuesday
NSW-STN-001,2026-08-04 09:00:00,278,9,Tuesday
NSW-STN-001,2026-08-04 10:00:00,298,10,Tuesday
NSW-STN-001,2026-08-04 11:00:00,417,11,Tuesday
NSW-STN-001,2026-08-04 12:00:00,379,12,Tuesday
NSW-STN-001,2026-08-04 13:00:00,281,13,Tuesday
NSW-STN-001,2026-08-04 14:00:00,314,14,Tuesday
NSW-STN-001,2026-08-04 15:00:00,320,15,Tuesday
NSW-STN-001,2026-08-04 16:00:00,230,16,Tuesday
NSW-STN-001,2026-08-04 17:00:00,185,17,Tuesday
NSW-STN-001,2026-08-04 18:00:00,267,18,Tuesday
NSW-STN-001,2026-08-04 19:00:00,381,19,Tuesday
NSW-STN-001,2026-08-04 20:00:00,56,20,Tuesday
NSW-STN-001,2026-08-04 21:00:00,54,21,Tuesday
NSW-STN-001,2026-08-04 22:00:00,58,22,Tuesday
NSW-STN-001,2026-08-04 23:00:00,55,23,Tuesday
NSW-STN-001,2026-08-05 00:00:00,43,0,Wednesday
NSW-STN-001,2026-08-05 01:00:00,53,1,Wednesday
NSW-STN-001,2026-08-05 02:00:00,57,2,Wednesday
NSW-STN-001,2026-08-05 03:00:00,65,3,Wednesday
NSW-STN-001,2026-08-05 04:00:00,51,4,Wednesday
NSW-STN-001,2026-08-05 05:00:00,32,5,Wednesday
NSW-STN-001,2026-08-05 06:00:00,86,6,Wednesday
NSW-STN-001,2026-08-05 07:00:00,297,7,Wednesday
NSW-STN-001,2026-08-05 08:00:00,374,8,Wednesday
NSW-STN-001,2026-08-05 09:00:00,349,9,Wednesday
NSW-STN-001,2026-08-05 10:00:00,288,10,Wednesday
NSW-STN-001,2026-08-05 11:00:00,299,11,Wednesday
NSW-STN-001,2026-08-05 12:00:00,246,12,Wednesday
NSW-STN-001,2026-08-05 13:00:00,437,13,Wednesday
NSW-STN-001,2026-08-05 14:00:00,244,14,Wednesday
NSW-STN-001,2026-08-05 15:00:00,385,15,Wednesday
NSW-STN-001,2026-08-05 16:00:00,398,16,Wednesday
NSW-STN-001,2026-08-05 17:00:00,558,17,Wednesday
NSW-STN-001,2026-08-05 18:00:00,328,18,Wednesday
NSW-STN-001,2026-08-05 19:00:00,341,19,Wednesday
NSW-STN-001,2026-08-05 20:00:00,63,20,Wednesday
NSW-STN-001,2026-08-05 21:00:00,46,21,Wednesday
NSW-STN-001,2026-08-05 22:00:00,40,22,Wednesday
NSW-STN-001,2026-08-05 23:00:00,55,23,Wednesday
NSW-STN-001,2026-08-06 00:00:00,42,0,Thursday
NSW-STN-001,2026-08-06 01:00:00,57,1,Thursday
NSW-STN-001,2026-08-06 02:00:00,71,2,Thursday
NSW-STN-001,2026-08-06 03:00:00,48,3,Thursday
NSW-STN-001,2026-08-06 04:00:00,54,4,Thursday
NSW-STN-001,2026-08-06 05:00:00,56,5,Thursday
NSW-STN-001,2026-08-06 06:00:00,67,6,Thursday
NSW-STN-001,2026-08-06 07:00:00,383,7,Thursday
NSW-STN-001,2026-08-06 08:00:00,208,8,Thursday
NSW-STN-001,2026-08-06 09:00:00,208,9,Thursday
NSW-STN-001,2026-08-06 10:00:00,296,10,Thursday
NSW-STN-001,2026-08-06 11:00:00,282,11,Thursday
NSW-STN-001,2026-08-06 12:00:00,237,12,Thursday
NSW-STN-001,2026-08-06 13:00:00,372,13,Thursday
NSW-STN-001,2026-08-06 14:00:00,380,14,Thursday
NSW-STN-001,2026-08-06 15:00:00,284,15,Thursday
NSW-STN-001,2026-08-06 16:00:00,301,16,Thursday
NSW-STN-001,2026-08-06 17:00:00,195,17,Thursday
NSW-STN-001,2026-08-06 18:00:00,304,18,Thursday
NSW-STN-001,2026-08-06 19:00:00,344,19,Thursday
NSW-STN-001,2026-08-06 20:00:00,80,20,Thursday
NSW-STN-001,2026-08-06 21:00:00,55,21,Thursday
NSW-STN-001,2026-08-06 22:00:00,66,22,Thursday
NSW-STN-001,2026-08-06 23:00:00,55,23,Thursday
NSW-STN-001,2026-08-07 00:00:00,53,0,Friday
NSW-STN-002,2026-08-01 00:00:00,45,0,Saturday
NSW-STN-002,2026-08-01 01:00:00,40,1,Saturday
NSW-STN-002,2026-08-01 02:00:00,67,2,Saturday
NSW-STN-002,2026-08-01 03:00:00,62,3,Saturday
NSW-STN-002,2026-08-01 04:00:00,46,4,Saturday
NSW-STN-002,2026-08-01 05:00:00,53,5,Saturday
NSW-STN-002,2026-08-01 06:00:00,63,6,Saturday
NSW-STN-002,2026-08-01 07:00:00,325,7,Saturday
NSW-STN-002,2026-08-01 08:00:00,377,8,Saturday
NSW-STN-002,2026-08-01 09:00:00,313,9,Saturday
NSW-STN-002,2026-08-01 10:00:00,285,10,Saturday
NSW-STN-002,2026-08-01 11:00:00,242,11,Saturday
NSW-STN-002,2026-08-01 12:00:00,307,12,Saturday
NSW-STN-002,2026-08-01 13:00:00,386,13,Saturday
NSW-STN-002,2026-08-01 14:00:00,262,14,Saturday
NSW-STN-002,2026-08-01 15:00:00,269,15,Saturday
NSW-STN-002,2026-08-01 16:00:00,296,16,Saturday
NSW-STN-002,2026-08-01 17:00:00,330,17,Saturday
NSW-STN-002,2026-08-01 18:00:00,317,18,Saturday
NSW-STN-002,2026-08-01 19:00:00,231,19,Saturday
NSW-STN-002,2026-08-01 20:00:00,64,20,Saturday
NSW-STN-002,2026-08-01 21:00:00,62,21,Saturday
NSW-STN-002,2026-08-01 22:00:00,55,22,Saturday
NSW-STN-002,2026-08-01 23:00:00,78,23,Saturday
NSW-STN-002,2026-08-02 00:00:00,48,0,Sunday
NSW-STN-002,2026-08-02 01:00:00,80,1,Sunday
NSW-STN-002,2026-08-02 02:00:00,41,2,Sunday
NSW-STN-002,2026-08-02 03:00:00,49,3,Sunday
NSW-STN-002,2026-08-02 04:00:00,66,4,Sunday
NSW-STN-002,2026-08-02 05:00:00,51,5,Sunday
NSW-STN-002,2026-08-02 06:00:00,68,6,Sunday
NSW-STN-002,2026-08-02 07:00:00,337,7,Sunday
NSW-STN-002,2026-08-02 08:00:00,320,8,Sunday
NSW-STN-002,2026-08-02 09:00:00,288,9,Sunday
NSW-STN-002,2026-08-02 10:00:00,324,10,Sunday
NSW-STN-002,2026-08-02 11:00:00,288,11,Sunday
NSW-STN-002,2026-08-02 12:00:00,247,12,Sunday
NSW-STN-002,2026-08-02 13:00:00,310,13,Sunday
NSW-STN-002,2026-08-02 14:00:00,313,14,Sunday
NSW-STN-002,2026-08-02 15:00:00,358,15,Sunday
NSW-STN-002,2026-08-02 16:00:00,266,16,Sunday
NSW-STN-002,2026-08-02 17:00:00,349,17,Sunday
NSW-STN-002,2026-08-02 18:00:00,211,18,Sunday
NSW-STN-002,2026-08-02 19:00:00,218,19,Sunday
NSW-STN-002,2026-08-02 20:00:00,63,20,Sunday
NSW-STN-002,2026-08-02 21:00:00,61,21,Sunday
NSW-STN-002,2026-08-02 22:00:00,58,22,Sunday
NSW-STN-002,2026-08-02 23:00:00,61,23,Sunday
NSW-STN-002,2026-08-03 00:00:00,66,0,Monday
NSW-STN-002,2026-08-03 01:00:00,75,1,Monday
NSW-STN-002,2026-08-03 02:00:00,53,2,Monday
NSW-STN-002,2026-08-03 03:00:00,41,3,Monday
NSW-STN-002,2026-08-03 04:00:00,69,4,Monday
NSW-STN-002,2026-08-03 05:00:00,60,5,Monday
NSW-STN-002,2026-08-03 06:00:00,66,6,Monday
NSW-STN-002,2026-08-03 07:00:00,306,7,Monday
NSW-STN-002,2026-08-03 08:00:00,385,8,Monday
NSW-STN-002,2026-08-03 09:00:00,284,9,Monday
NSW-STN-002,2026-08-03 10:00:00,284,10,Monday
NSW-STN-002,2026-08-03 11:00:00,336,11,Monday
NSW-STN-002,2026-08-03 12:00:00,239,12,Monday
NSW-STN-002,2026-08-03 13:00:00,217,13,Monday
NSW-STN-002,2026-08-03 14:00:00,280,14,Monday
NSW-STN-002,2026-08-03 15:00:00,214,15,Monday
NSW-STN-002,2026-08-03 16:00:00,256,16,Monday
NSW-STN-002,2026-08-03 17:00:00,299,17,Monday
NSW-STN-002,2026-08-03 18:00:00,303,18,Monday
NSW-STN-002,2026-08-03 19:00:00,253,19,Monday
NSW-STN-002,2026-08-03 20:00:00,72,20,Monday
NSW-STN-002,2026-08-03 21:00:00,66,21,Monday
NSW-STN-002,2026-08-03 22:00:00,76,22,Monday
NSW-STN-002,2026-08-03 23:00:00,48,23,Monday
NSW-STN-002,2026-08-04 00:00:00,58,0,Tuesday
NSW-STN-002,2026-08-04 01:00:00,74,1,Tuesday
NSW-STN-002,2026-08-04 02:00:00,55,2,Tuesday
NSW-STN-002,2026-08-04 03:00:00,63,3,Tuesday
NSW-STN-002,2026-08-04 04:00:00,46,4,Tuesday
NSW-STN-002,2026-08-04 05:00:00,84,5,Tuesday
NSW-STN-002,2026-08-04 06:00:00,63,6,Tuesday
NSW-STN-002,2026-08-04 07:00:00,357,7,Tuesday
NSW-STN-002,2026-08-04 08:00:00,316,8,Tuesday
NSW-STN-002,2026-08-04 09:00:00,230,9,Tuesday
NSW-STN-002,2026-08-04 10:00:00,371,10,Tuesday
NSW-STN-002,2026-08-04 11:00:00,286,11,Tuesday
NSW-STN-002,2026-08-04 12:00:00,317,12,Tuesday
NSW-STN-002,2026-08-04 13:00:00,304,13,Tuesday
NSW-STN-002,2026-08-04 14:00:00,387,14,Tuesday
NSW-STN-002,2026-08-04 15:00:00,363,15,Tuesday
NSW-STN-002,2026-08-04 16:00:00,348,16,Tuesday
NSW-STN-002,2026-08-04 17:00:00,301,17,Tuesday
NSW-STN-002,2026-08-04 18:00:00,267,18,Tuesday
NSW-STN-002,2026-08-04 19:00:00,267,19,Tuesday
NSW-STN-002,2026-08-04 20:00:00,68,20,Tuesday
NSW-STN-002,2026-08-04 21:00:00,45,21,Tuesday
NSW-STN-002,2026-08-04 22:00:00,42,22,Tuesday
NSW-STN-002,2026-08-04 23:00:00,46,23,Tuesday
NSW-STN-002,2026-08-05 00:00:00,29,0,Wednesday
NSW-STN-002,2026-08-05 01:00:00,52,1,Wednesday
NSW-STN-002,2026-08-05 02:00:00,61,2,Wednesday
NSW-STN-002,2026-08-05 03:00:00,72,3,Wednesday
NSW-STN-002,2026-08-05 04:00:00,74,4,Wednesday
NSW-STN-002,2026-08-05 05:00:00,63,5,Wednesday
NSW-STN-002,2026-08-05 06:00:00,58,6,Wednesday
NSW-STN-002,2026-08-05 07:00:00,331,7,Wednesday
NSW-STN-002,2026-08-05 08:00:00,401,8,Wednesday
NSW-STN-002,2026-08-05 09:00:00,339,9,Wednesday
NSW-STN-002,2026-08-05 10:00:00,265,10,Wednesday
NSW-STN-002,2026-08-05 11:00:00,277,11,Wednesday
NSW-STN-002,2026-08-05 12:00:00,356,12,Wednesday
NSW-STN-002,2026-08-05 13:00:00,327,13,Wednesday
NSW-STN-002,2026-08-05 14:00:00,237,14,Wednesday
NSW-STN-002,2026-08-05 15:00:00,384,15,Wednesday
NSW-STN-002,2026-08-05 16:00:00,319,16,Wednesday
NSW-STN-002,2026-08-05 17:00:00,273,17,Wednesday
NSW-STN-002,2026-08-05 18:00:00,416,18,Wednesday
NSW-STN-002,2026-08-05 19:00:00,383,19,Wednesday
NSW-STN-002,2026-08-05 20:00:00,65,20,Wednesday
NSW-STN-002,2026-08-05 21:00:00,56,21,Wednesday
NSW-STN-002,2026-08-05 22:00:00,81,22,Wednesday
NSW-STN-002,2026-08-05 23:00:00,48,23,Wednesday
NSW-STN-002,2026-08-06 00:00:00,64,0,Thursday
NSW-STN-002,2026-08-06 01:00:00,32,1,Thursday
NSW-STN-002,2026-08-06 02:00:00,71,2,Thursday
NSW-STN-002,2026-08-06 03:00:00,55,3,Thursday
NSW-STN-002,2026-08-06 04:00:00,66,4,Thursday
NSW-STN-002,2026-08-06 05:00:00,55,5,Thursday
NSW-STN-002,2026-08-06 06:00:00,49,6,Thursday
NSW-STN-002,2026-08-06 07:00:00,313,7,Thursday
NSW-STN-002,2026-08-06 08:00:00,254,8,Thursday
NSW-STN-002,2026-08-06 09:00:00,354,9,Thursday
NSW-STN-002,2026-08-06 10:00:00,331,10,Thursday
NSW-STN-002,2026-08-06 11:00:00,122,11,Thursday
NSW-STN-002,2026-08-06 12:00:00,382,12,Thursday
NSW-STN-002,2026-08-06 13:00:00,321,13,Thursday
NSW-STN-002,2026-08-06 14:00:00,345,14,Thursday
NSW-STN-002,2026-08-06 15:00:00,342,15,Thursday
NSW-STN-002,2026-08-06 16:00:00,332,16,Thursday
NSW-STN-002,2026-08-06 17:00:00,281,17,Thursday
NSW-STN-002,2026-08-06 18:00:00,362,18,Thursday
NSW-STN-002,2026-08-06 19:00:00,292,19,Thursday
NSW-STN-002,2026-08-06 20:00:00,52,20,Thursday
NSW-STN-002,2026-08-06 21:00:00,47,21,Thursday
NSW-STN-002,2026-08-06 22:00:00,64,22,Thursday
NSW-STN-002,2026-08-06 23:00:00,56,23,Thursday
NSW-STN-002,2026-08-07 00:00:00,33,0,Friday
NSW-STN-003,2026-08-01 00:00:00,50,0,Saturday
NSW-STN-003,2026-08-01 01:00:00,51,1,Saturday
NSW-STN-003,2026-08-01 02:00:00,46,2,Saturday
NSW-STN-003,2026-08-01 03:00:00,43,3,Saturday
NSW-STN-003,2026-08-01 04:00:00,76,4,Saturday
NSW-STN-003,2026-08-01 05:00:00,66,5,Saturday
NSW-STN-003,2026-08-01 06:00:00,48,6,Saturday
NSW-STN-003,2026-08-01 07:00:00,340,7,Saturday
NSW-STN-003,2026-08-01 08:00:00,299,8,Saturday
NSW-STN-003,2026-08-01 09:00:00,264,9,Saturday
NSW-STN-003,2026-08-01 10:00:00,414,10,Saturday
NSW-STN-003,2026-08-01 11:00:00,322,11,Saturday
NSW-STN-003,2026-08-01 12:00:00,271,12,Saturday
NSW-STN-003,2026-08-01 13:00:00,242,13,Saturday
NSW-STN-003,2026-08-01 14:00:00,330,14,Saturday
NSW-STN-003,2026-08-01 15:00:00,331,15,Saturday
NSW-STN-003,2026-08-01 16:00:00,265,16,Saturday
NSW-STN-003,2026-08-01 17:00:00,255,17,Saturday
NSW-STN-003,2026-08-01 18:00:00,314,18,Saturday
NSW-STN-003,2026-08-01 19:00:00,295,19,Saturday
NSW-STN-003,2026-08-01 20:00:00,67,20,Saturday
NSW-STN-003,2026-08-01 21:00:00,70,21,Saturday
NSW-STN-003,2026-08-01 22:00:00,51,22,Saturday
NSW-STN-003,2026-08-01 23:00:00,69,23,Saturday
NSW-STN-003,2026-08-02 00:00:00,65,0,Sunday
NSW-STN-003,2026-08-02 01:00:00,63,1,Sunday
NSW-STN-003,2026-08-02 02:00:00,53,2,Sunday
NSW-STN-003,2026-08-02 03:00:00,67,3,Sunday
NSW-STN-003,2026-08-02 04:00:00,54,4,Sunday
NSW-STN-003,2026-08-02 05:00:00,90,5,Sunday
NSW-STN-003,2026-08-02 06:00:00,67,6,Sunday
NSW-STN-003,2026-08-02 07:00:00,306,7,Sunday
NSW-STN-003,2026-08-02 08:00:00,168,8,Sunday
NSW-STN-003,2026-08-02 09:00:00,285,9,Sunday
NSW-STN-003,2026-08-02 10:00:00,376,10,Sunday
NSW-STN-003,2026-08-02 11:00:00,369,11,Sunday
NSW-STN-003,2026-08-02 12:00:00,288,12,Sunday
NSW-STN-003,2026-08-02 13:00:00,260,13,Sunday
NSW-STN-003,2026-08-02 14:00:00,229,14,Sunday
NSW-STN-003,2026-08-02 15:00:00,240,15,Sunday
NSW-STN-003,2026-08-02 16:00:00,340,16,Sunday
NSW-STN-003,2026-08-02 17:00:00,299,17,Sunday
NSW-STN-003,2026-08-02 18:00:00,315,18,Sunday
NSW-STN-003,2026-08-02 19:00:00,317,19,Sunday
NSW-STN-003,2026-08-02 20:00:00,68,20,Sunday
NSW-STN-003,2026-08-02 21:00:00,76,21,Sunday
NSW-STN-003,2026-08-02 22:00:00,81,22,Sunday
NSW-STN-003,2026-08-02 23:00:00,59,23,Sunday
NSW-STN-003,2026-08-03 00:00:00,94,0,Monday
NSW-STN-003,2026-08-03 01:00:00,52,1,Monday
NSW-STN-003,2026-08-03 02:00:00,50,2,Monday
NSW-STN-003,2026-08-03 03:00:00,43,3,Monday
NSW-STN-003,2026-08-03 04:00:00,50,4,Monday
NSW-STN-003,2026-08-03 05:00:00,56,5,Monday
NSW-STN-003,2026-08-03 06:00:00,57,6,Monday
NSW-STN-003,2026-08-03 07:00:00,333,7,Monday
NSW-STN-003,2026-08-03 08:00:00,276,8,Monday
NSW-STN-003,2026-08-03 09:00:00,209,9,Monday
NSW-STN-003,2026-08-03 10:00:00,326,10,Monday
NSW-STN-003,2026-08-03 11:00:00,350,11,Monday
NSW-STN-003,2026-08-03 12:00:00,328,12,Monday
NSW-STN-003,2026-08-03 13:00:00,471,13,Monday
NSW-STN-003,2026-08-03 14:00:00,311,14,Monday
NSW-STN-003,2026-08-03 15:00:00,257,15,Monday
NSW-STN-003,2026-08-03 16:00:00,243,16,Monday
NSW-STN-003,2026-08-03 17:00:00,302,17,Monday
NSW-STN-003,2026-08-03 18:00:00,239,18,Monday
NSW-STN-003,2026-08-03 19:00:00,270,19,Monday
NSW-STN-003,2026-08-03 20:00:00,66,20,Monday
NSW-STN-003,2026-08-03 21:00:00,59,21,Monday
NSW-STN-003,2026-08-03 22:00:00,63,22,Monday
NSW-STN-003,2026-08-03 23:00:00,57,23,Monday
NSW-STN-003,2026-08-04 00:00:00,44,0,Tuesday
NSW-STN-003,2026-08-04 01:00:00,71,1,Tuesday
NSW-STN-003,2026-08-04 02:00:00,47,2,Tuesday
NSW-STN-003,2026-08-04 03:00:00,61,3,Tuesday
NSW-STN-003,2026-08-04 04:00:00,46,4,Tuesday
NSW-STN-003,2026-08-04 05:00:00,68,5,Tuesday
NSW-STN-003,2026-08-04 06:00:00,67,6,Tuesday
NSW-STN-003,2026-08-04 07:00:00,337,7,Tuesday
NSW-STN-003,2026-08-04 08:00:00,360,8,Tuesday
NSW-STN-003,2026-08-04 09:00:00,330,9,Tuesday
NSW-STN-003,2026-08-04 10:00:00,268,10,Tuesday
NSW-STN-003,2026-08-04 11:00:00,296,11,Tuesday
NSW-STN-003,2026-08-04 12:00:00,336,12,Tuesday
NSW-STN-003,2026-08-04 13:00:00,233,13,Tuesday
NSW-STN-003,2026-08-04 14:00:00,212,14,Tuesday
NSW-STN-003,2026-08-04 15:00:00,246,15,Tuesday
NSW-STN-003,2026-08-04 16:00:00,348,16,Tuesday
NSW-STN-003,2026-08-04 17:00:00,351,17,Tuesday
NSW-STN-003,2026-08-04 18:00:00,376,18,Tuesday
NSW-STN-003,2026-08-04 19:00:00,216,19,Tuesday
NSW-STN-003,2026-08-04 20:00:00,49,20,Tuesday
NSW-STN-003,2026-08-04 21:00:00,58,21,Tuesday
NSW-STN-003,2026-08-04 22:00:00,74,22,Tuesday
NSW-STN-003,2026-08-04 23:00:00,83,23,Tuesday
NSW-STN-003,2026-08-05 00:00:00,64,0,Wednesday
NSW-STN-003,2026-08-05 01:00:00,88,1,Wednesday
NSW-STN-003,2026-08-05 02:00:00,50,2,Wednesday
NSW-STN-003,2026-08-05 03:00:00,58,3,Wednesday
NSW-STN-003,2026-08-05 04:00:00,66,4,Wednesday
NSW-STN-003,2026-08-05 05:00:00,63,5,Wednesday
NSW-STN-003,2026-08-05 06:00:00,69,6,Wednesday
NSW-STN-003,2026-08-05 07:00:00,286,7,Wednesday
NSW-STN-003,2026-08-05 08:00:00,241,8,Wednesday
NSW-STN-003,2026-08-05 09:00:00,241,9,Wednesday
NSW-STN-003,2026-08-05 10:00:00,371,10,Wednesday
NSW-STN-003,2026-08-05 11:00:00,347,11,Wednesday
NSW-STN-003,2026-08-05 12:00:00,233,12,Wednesday
NSW-STN-003,2026-08-05 13:00:00,256,13,Wednesday
NSW-STN-003,2026-08-05 14:00:00,339,14,Wednesday
NSW-STN-003,2026-08-05 15:00:00,373,15,Wednesday
NSW-STN-003,2026-08-05 16:00:00,344,16,Wednesday
NSW-STN-003,2026-08-05 17:00:00,268,17,Wednesday
NSW-STN-003,2026-08-05 18:00:00,315,18,Wednesday
NSW-STN-003,2026-08-05 19:00:00,291,19,Wednesday
NSW-STN-003,2026-08-05 20:00:00,63,20,Wednesday
NSW-STN-003,2026-08-05 21:00:00,56,21,Wednesday
NSW-STN-003,2026-08-05 22:00:00,79,22,Wednesday
NSW-STN-003,2026-08-05 23:00:00,53,23,Wednesday
NSW-STN-003,2026-08-06 00:00:00,59,0,Thursday
NSW-STN-003,2026-08-06 01:00:00,68,1,Thursday
NSW-STN-003,2026-08-06 02:00:00,45,2,Thursday
NSW-STN-003,2026-08-06 03:00:00,52,3,Thursday
NSW-STN-003,2026-08-06 04:00:00,84,4,Thursday
NSW-STN-003,2026-08-06 05:00:00,64,5,Thursday
NSW-STN-003,2026-08-06 06:00:00,43,6,Thursday
NSW-STN-003,2026-08-06 07:00:00,275,7,Thursday
NSW-STN-003,2026-08-06 08:00:00,285,8,Thursday
NSW-STN-003,2026-08-06 09:00:00,342,9,Thursday
NSW-STN-003,2026-08-06 10:00:00,321,10,Thursday
NSW-STN-003,2026-08-06 11:00:00,242,11,Thursday
NSW-STN-003,2026-08-06 12:00:00,212,12,Thursday
NSW-STN-003,2026-08-06 13:00:00,326,13,Thursday
NSW-STN-003,2026-08-06 14:00:00,333,14,Thursday
NSW-STN-003,2026-08-06 15:00:00,352,15,Thursday
NSW-STN-003,2026-08-06 16:00:00,246,16,Thursday
NSW-STN-003,2026-08-06 17:00:00,312,17,Thursday
NSW-STN-003,2026-08-06 18:00:00,373,18,Thursday
NSW-STN-003,2026-08-06 19:00:00,393,19,Thursday
NSW-STN-003,2026-08-06 20:00:00,44,20,Thursday
NSW-STN-003,2026-08-06 21:00:00,92,21,Thursday
NSW-STN-003,2026-08-06 22:00:00,53,22,Thursday
NSW-STN-003,2026-08-06 23:00:00,69,23,Thursday
NSW-STN-003,2026-08-07 00:00:00,60,0,Friday
NSW-STN-004,2026-08-01 00:00:00,45,0,Saturday
NSW-STN-004,2026-08-01 01:00:00,67,1,Saturday
NSW-STN-004,2026-08-01 02:00:00,65,2,Saturday
NSW-STN-004,2026-08-01 03:00:00,69,3,Saturday
NSW-STN-004,2026-08-01 04:00:00,69,4,Saturday
NSW-STN-004,2026-08-01 05:00:00,62,5,Saturday
NSW-STN-004,2026-08-01 06:00:00,62,6,Saturday
NSW-STN-004,2026-08-01 07:00:00,412,7,Saturday
NSW-STN-004,2026-08-01 08:00:00,259,8,Saturday
NSW-STN-004,2026-08-01 09:00:00,166,9,Saturday
NSW-STN-004,2026-08-01 10:00:00,375,10,Saturday
NSW-STN-004,2026-08-01 11:00:00,389,11,Saturday
